1956,5,2,Suburb,1964,255500.65029565291
1160,5,3,Suburb,1970,174048.9195625192
1800,5,1,Urban,1968,310732.5930169608
2300,5,1,Urban,1998,303253.7531069421
1815,5,2,Suburb,2007,137931.9765937645
2415,5,2,Urban,1963,230193.17872318526
2158,5,1,Urban,1958,300494.89658879273
1954,5,2,Urban,1959,268826.7410314462
1562,5,1,Rural,2007,181237.83172594447
2306,5,3,Rural,2011,347942.00526169845
1225,5,3,Rural,2009,181103.2634891242
2215,5,3,Urban,1952,298798.8574661124
2195,5,2,Suburb,2018,260504.83069560924
1157,5,3,Rural,2012,87137.890454451
2396,5,2,Rural,1952,304272.5427676434
2768,5,3,Rural,2009,333027.9076426232
1992,5,1,Rural,1973,240050.4959834057
1927,5,2,Urban,2001,172279.06490573462
1017,5,1,Suburb,1996,127458.03900892238
2816,5,2,Suburb,1974,356063.8292210288
1569,5,3,Urban,1987,23125.99668198565
1625,5,1,Suburb,1964,273166.55995466077
1853,5,2,Suburb,1999,197763.06532333908
1154,5,2,Urban,1994,20075.486093939282
2834,5,3,Suburb,2013,319789.84660978575
1245,5,1,Suburb,1966,174765.256712796
2199,5,1,Rural,2007,300718.816645502
2062,5,1,Urban,1996,261326.85093700883
2500,5,2,Suburb,2001,363561.90944479185
1758,5,2,Urban,1986,280965.8950193331
1653,5,2,Rural,2005,140382.87226040527
1470,5,3,Suburb,2005,144254.79594351217
2115,5,1,Urban,2015,252361.13148515002
1313,5,2,Rural,2011,262434.5217293376
1443,5,2,Rural,1987,299103.33982685435
1612,5,1,Suburb,1950,127303.85743184251
1992,5,3,Suburb,1964,210318.9028635672
1263,5,3,Suburb,1960,188936.21799927182
1773,5,3,Urban,1971,200902.12100795482
1822,5,1,Rural,1972,206442.25251652248
2843,5,2,Urban,1988,295895.5580713673
1655,5,3,Urban,1972,215023.38326044296
1369,5,2,Suburb,1977,156946.23886717143
2627,5,1,Urban,2016,283416.61176366487
2150,5,2,Urban,1963,256000.1605924757
2012,5,2,Urban,1968,223423.08229570035
2141,5,1,Urban,1999,235009.57750414917
1559,5,1,Urban,2018,166047.69062077426
2260,5,1,Urban,1969,246585.67000113003
2908,5,1,Suburb,2005,304455.99187438824
1703,5,1,Urban,1980,133660.82096467528
2470,5,1,Suburb,2018,276587.1870510741
1789,5,3,Suburb,1971,133679.26622996147
2458,5,3,Urban,1963,272401.7092102525
1996,5,1,Urban,1997,214623.9275419516
2070,5,1,Suburb,2015,136921.1150485443
2008,5,1,Urban,2003,265746.5807708745
1093,5,3,Rural,1950,118967.69191518334
1217,5,3,Suburb,2019,228079.11351403582
1473,5,3,Rural,1958,148489.51219153902
2635,5,1,Suburb,1988,270138.59707251686
2277,5,3,Rural,1975,258865.26034286627
2757,5,1,Suburb,1983,296494.37010478094
1356,5,3,Urban,1985,122490.16195532805
2785,5,3,Urban,2013,341637.3346327042
1801,5,1,Urban,1977,270736.49580213847
2203,5,1,Suburb,1984,263493.245593864
2246,5,3,Suburb,2006,324176.94259542966
2015,5,1,Urban,1982,260271.79196695355
2039,5,1,Urban,2004,235473.2568647501
1335,5,3,Rural,2001,255989.5045800418
1257,5,1,Suburb,1992,218502.8587774109
2498,5,2,Urban,2004,328340.9621873803
2687,5,2,Urban,1980,254673.65477120708
1956,5,3,Urban,1961,173719.79582802267
1690,5,3,Rural,1963,197888.10794813436
2636,5,2,Suburb,1992,338456.4113885329
2865,5,2,Urban,1952,371294.7232165792
1284,5,2,Rural,2009,211770.31701769648
1396,5,3,Suburb,2009,286856.5217117545
1034,5,1,Suburb,1969,209782.43902802345
2625,5,3,Suburb,1991,267944.92750139127
2021,5,2,Rural,1958,192499.13853638052
2926,5,1,Rural,1983,297645.4550119479
2219,5,3,Suburb,2005,246920.26484897672
2524,5,2,Rural,2019,328545.8605296379
2399,5,2,Rural,2000,214095.0543062111
1728,5,3,Urban,1986,149000.2885716802
1760,5,3,Suburb,2005,329138.6055529518
2712,5,3,Urban,1996,305954.64946368407
2571,5,2,Suburb,2009,239857.87116430115
2687,5,1,Urban,2003,233840.69335767598
2759,5,3,Suburb,1961,231149.53446815303
1278,5,1,Suburb,1954,214298.28957923286
1866,5,2,Rural,2009,241160.6363713378
2365,5,2,Suburb,2002,260065.91839526407
1176,5,1,Suburb,1965,191111.80359067806
2635,5,1,Suburb,1997,236979.26516775688
1395,5,2,Rural,1953,142709.2132430368
2938,5,1,Urban,2016,208320.65492302965
1075,5,2,Rural,1988,170587.70088704966
1454,5,1,Urban,2009,119379.40658699267
2587,5,2,Suburb,2020,283949.7947263424
2529,5,3,Urban,1977,218263.07829683938
1395,5,3,Urban,1957,145356.12903263618
2048,5,2,Suburb,1959,218497.79846746355
2507,5,1,Rural,1999,321563.40710783505
2174,5,2,Urban,1978,205614.38829094707
1108,5,1,Urban,2003,82999.51438098928
2716,5,3,Urban,1965,207232.53134222017
2238,5,2,Rural,1985,230947.2624105161
1234,5,1,Urban,1999,196146.75126065977
1587,5,2,Suburb,2020,208334.57395061577
1953,5,1,Suburb,1988,189607.32320622526
1169,5,2,Rural,1988,144823.8783201593
1794,5,1,Suburb,2006,253265.03767050477
2217,5,3,Urban,1967,186245.8282964399
2671,5,3,Rural,2012,213976.85964899743
1444,5,3,Rural,1952,105488.09083210795
1875,5,2,Rural,1971,269844.16072456585
1038,5,3,Rural,2011,115580.61555255776
2149,5,2,Rural,2006,315570.854831943
2474,5,3,Suburb,2016,290504.41881935316
2243,5,1,Suburb,1979,315812.0093927289
1475,5,3,Urban,1957,146532.87360307135
1455,5,3,Rural,1970,141658.680700331
1828,5,2,Suburb,1962,311639.1473799411
1894,5,3,Rural,1979,200989.2947203859
2384,5,2,Urban,1998,284763.6398345334
2024,5,1,Suburb,1995,253040.83462918125
1386,5,3,Rural,1951,153895.937900664
1189,5,1,Rural,1956,194760.36058769596
2392,5,3,Urban,1961,177596.20161174834
2579,5,3,Urban,1955,295625.1346682316
2252,5,2,Rural,1998,316517.30020622705
2464,5,2,Suburb,2015,276540.4343396436
2425,5,2,Rural,1989,269753.6360239221
1046,5,2,Urban,1970,92737.39910827587
2438,5,1,Rural,1979,270658.20070059143
2536,5,3,Urban,1989,341876.2464882541
2396,5,2,Rural,1991,333079.80905804696
1667,5,1,Urban,1960,204634.1487795993
2145,5,3,Rural,1961,260744.77494843025
2339,5,1,Urban,1974,239841.0991899742
1868,5,3,Rural,1978,271113.41788545327
1739,5,3,Urban,1960,208431.56936749088
2946,5,3,Suburb,1977,342149.84239391383
1501,5,1,Rural,1995,198493.32156194845
1958,5,1,Urban,1952,256779.9117483605
1924,5,2,Suburb,2015,180984.97966438052
1908,5,3,Urban,1988,207714.8483576871
2570,5,1,Urban,2013,341995.9982288175
2838,5,3,Suburb,2006,251681.75316897006
2265,5,2,Suburb,1955,165566.96888497125
2088,5,2,Urban,1979,279165.0371727858
1176,5,3,Suburb,2011,245337.76021297852
1062,5,2,Rural,1963,94671.10673217147
1826,5,3,Suburb,1999,203993.73929847602
1104,5,3,Urban,1997,97422.08368762383
1404,5,1,Suburb,1966,184800.95206916227
1708,5,1,Suburb,1961,189782.12338056669
1770,5,3,Urban,1987,146603.65784613608
1713,5,1,Urban,1957,192246.85587604664
1082,5,1,Suburb,1992,142633.8501089564
2901,5,1,Suburb,2015,357084.86213091767
1716,5,2,Rural,2015,251997.9172320539
1448,5,2,Rural,1952,232049.16350135388
2823,5,1,Rural,1979,400579.37221286324
2371,5,3,Suburb,2008,255858.32596088614
2574,5,2,Rural,1966,296498.53895237553
1249,5,3,Urban,1982,177511.56795711152
1437,5,3,Rural,1991,152095.59082597902
1388,5,1,Urban,1978,178038.7173342208
2329,5,3,Suburb,2005,297511.55225814733
1097,5,2,Urban,1965,177698.19154519535
2358,5,1,Suburb,1990,276729.5247093755
1983,5,1,Urban,2014,269940.1612817968
1758,5,3,Suburb,1964,203716.13508642575
1132,5,3,Rural,1975,134815.3595102052
1796,5,2,Rural,1950,151337.733270437
2424,5,1,Rural,2013,291911.78517840937
2353,5,1,Rural,1986,259199.89984603744
1068,5,3,Urban,2006,161092.39151627693
1110,5,1,Rural,2002,200784.71409593563
2206,5,3,Rural,1973,338611.35824966105
1094,5,3,Urban,1989,150610.52982059156
1280,5,1,Urban,2014,156414.89377766548
1671,5,2,Suburb,2000,238757.9038506188
1533,5,3,Rural,1959,323573.64627204684
1837,5,1,Rural,1989,246895.8972611083
1523,5,3,Suburb,2013,175489.89319720655
2946,5,2,Suburb,1981,355324.47857444914
1046,5,2,Suburb,1988,24201.630700697104
1349,5,3,Urban,1953,229106.9832001158
2596,5,3,Suburb,1998,340109.296676296
2890,5,3,Urban,1951,291217.4185038453
2276,5,3,Urban,2016,280634.17900164775
2715,5,3,Suburb,2018,280526.40424461506
1638,5,2,Suburb,1967,272001.05630716705
1473,5,1,Suburb,1971,134308.11399475118
2239,5,3,Urban,1988,155708.87984956044
2409,5,1,Rural,1979,286223.4395788689
2030,5,3,Suburb,1996,163185.20618975966
2774,5,1,Urban,1974,319107.7938739713
2531,5,1,Rural,2006,278897.66450319154
2906,5,3,Suburb,1996,287991.18818528164
2038,5,3,Rural,1981,174033.06497018327
1027,5,2,Rural,1951,146631.55816664017
1713,5,3,Urban,1997,243336.44029954553
1125,5,1,Urban,2003,127992.89209623913
1066,5,1,Urban,2001,121229.06696989594
1033,5,1,Urban,1979,257937.67034904443
2392,5,2,Rural,1953,339929.76869929396
1612,5,2,Urban,2018,197839.95802000526
1691,5,1,Rural,2000,123146.72083859936
2761,5,2,Suburb,1952,225236.92813595192
2975,5,2,Rural,1973,230128.1482991742
2312,5,3,Urban,2002,282074.2092470182
1623,5,3,Rural,1957,257388.34095138847
2469,5,2,Suburb,1975,290906.1659022507
1898,5,3,Rural,1970,252217.31133150935
1547,5,3,Suburb,1961,198137.8777255841
2246,5,3,Suburb,1992,260688.80084308676
2345,5,2,Urban,2019,316660.36622499407
1880,5,3,Rural,2014,305647.9088776054
2629,5,3,Rural,1953,340724.39626619034
1503,5,1,Rural,1996,179352.70774634968
2049,5,1,Rural,1987,216764.62623127396
2458,5,2,Suburb,1978,208859.19647594116
2433,5,3,Urban,1985,221513.4583150833
2141,5,2,Rural,2013,395177.0032875865
1112,5,1,Rural,1951,141798.62504769547
1089,5,1,Suburb,1975,134466.10677864333
2828,5,1,Rural,1982,331264.24390558613
1138,5,3,Suburb,1999,256454.54783227463
2891,5,3,Suburb,2011,331896.53322627756
1844,5,1,Suburb,1996,205052.30153370445
2942,5,1,Urban,1961,340308.46253648575
1171,5,1,Urban,2004,187244.1802802173
1012,5,1,Suburb,1967,182260.27183233722
2342,5,3,Rural,2012,302265.54308772273
2943,5,3,Rural,1998,370903.69050211
2840,5,3,Suburb,1987,312046.86205179745
1333,5,3,Rural,2009,79993.95024637695
1375,5,3,Urban,2007,143427.79362653772
2319,5,3,Suburb,2001,365341.82856135105
2855,5,2,Rural,1966,336663.75521238404
2252,5,3,Urban,1957,198792.81016550888
1269,5,3,Urban,1979,221758.65514275213
2188,5,3,Suburb,1976,244617.49370686532
2402,5,1,Urban,1954,276920.0327186543
2433,5,3,Suburb,1997,323905.12899115216
1131,5,2,Rural,1950,131388.3617121804
1401,5,1,Suburb,1984,183614.37987327902
2863,5,2,Rural,1953,277955.2828065936
2549,5,2,Urban,2003,299271.279198641
1799,5,1,Rural,1961,192391.94607936597
2660,5,1,Rural,1965,283144.02356349287
1992,5,3,Rural,1963,178777.6758820918
1553,5,1,Suburb,1997,223049.0041754864
1922,5,1,Rural,2000,156453.6391062442
1419,5,2,Urban,1985,238711.63955741408
2464,5,1,Suburb,1962,376283.09441827156
2020,5,3,Rural,1996,295173.21466070786
1996,5,2,Urban,2002,208832.5771638779
2434,5,1,Suburb,1979,181513.9862070892
2277,5,1,Suburb,1980,161369.96935538173
1516,5,3,Urban,1958,169922.14559428632
2932,5,1,Suburb,1968,276777.87852348736
2182,5,2,Suburb,1964,248861.92116573846
1814,5,2,Urban,1976,218993.10895829712
1215,5,1,Urban,1993,192510.57536538906
2180,5,3,Suburb,1967,180554.91024492987
1129,5,2,Rural,1979,177519.25133578255
2434,5,2,Urban,1989,251984.07175241393
1626,5,3,Rural,1978,91250.12291557406
2315,5,1,Rural,1993,338128.69760085235
1793,5,2,Urban,1983,247431.30500074878
1010,5,2,Urban,1976,107642.91238026801
1871,5,1,Rural,1978,263080.86585790035
1711,5,3,Rural,1950,230494.32406418404
1301,5,2,Rural,1999,102950.39897735702
1957,5,2,Suburb,1986,202962.64224027193
1984,5,3,Urban,1950,203584.40245241256
1827,5,3,Urban,1953,240714.11145866857
2863,5,1,Suburb,1973,362317.4564954257
2008,5,2,Urban,1951,310237.18769496895
2401,5,2,Urban,2004,293353.4281058962
1050,5,3,Rural,1957,135494.92418625805
2792,5,3,Rural,1971,293720.955192339
1982,5,2,Rural,1989,106851.63595179457
2934,5,2,Rural,1959,311568.12928775116
2160,5,1,Rural,2002,194130.1913802169
2826,5,1,Suburb,1954,323962.00748778286
2926,5,2,Urban,1996,367661.8776152833
2205,5,2,Rural,1956,285549.6473824345
1663,5,2,Suburb,1979,193529.60990603597
2002,5,3,Suburb,1995,291470.3327116539
1661,5,3,Rural,2006,220192.38576835586
2072,5,3,Rural,1985,171757.73276953166
2384,5,3,Suburb,1988,337549.2221619497
1688,5,2,Suburb,1986,141942.0672158373
2724,5,3,Rural,1961,388614.8424148271
1560,5,2,Urban,2016,184069.94657349624
2759,5,2,Suburb,2012,340230.77291450003
1434,5,1,Suburb,1974,201118.74154089577
1669,5,2,Suburb,1952,124996.27809840807
1428,5,3,Suburb,2007,192598.03972155048
1017,5,1,Urban,2015,160917.21086880766
1768,5,3,Urban,1989,265891.35507414
2198,5,2,Suburb,1961,231654.62420785907
1193,5,1,Rural,1954,142812.7149895663
1501,5,3,Suburb,1996,174573.357173831
1987,5,3,Suburb,1958,198395.4635586865
2499,5,1,Suburb,1994,344770.6621277994
2414,5,3,Suburb,1956,260344.8338379631
2858,5,1,Urban,1992,227559.8727244456
1760,5,2,Rural,2016,167602.83143943906
2262,5,2,Urban,2008,279502.1217219905
2632,5,3,Rural,1983,276882.12844961474
2006,5,2,Suburb,2019,227149.26225247656
2111,5,3,Rural,1996,218625.2018142306
2101,5,1,Suburb,1952,87154.24371565084
2311,5,3,Urban,1952,325548.571643703
1181,5,3,Rural,1986,132678.43159440754
1909,5,1,Urban,2000,212014.00768731022
1734,5,1,Rural,1960,167181.83839836187
2108,5,1,Urban,1985,256967.43897531647
1146,5,1,Rural,2002,206526.79094137566
1914,5,2,Suburb,1992,313483.01149662153
2571,5,1,Urban,2002,224188.644548403
1699,5,1,Suburb,2015,189790.72874402162
1708,5,1,Suburb,1959,277973.3541615554
2142,5,1,Suburb,1999,249760.87318737095
1395,5,2,Suburb,2012,203610.02542008818
2757,5,3,Urban,1957,341431.77061653195
2387,5,2,Suburb,1976,312487.70253648947
2303,5,3,Suburb,1964,182685.4920789899
2181,5,2,Suburb,2013,365884.77067568083
1631,5,3,Suburb,1978,158788.6988770569
2232,5,3,Rural,1976,330475.73746661854
1525,5,2,Suburb,2004,152254.71975016905
2985,5,2,Suburb,1991,400690.79311083216
2781,5,1,Rural,1981,237828.15680188523
1003,5,3,Urban,1976,132496.68419979108
1441,5,2,Rural,1981,176424.75013784468
1028,5,1,Suburb,1978,100636.88240527324
2132,5,1,Suburb,2021,286284.9743795312
2750,5,2,Urban,1952,330966.9496753669
1837,5,2,Suburb,2020,210311.8031499616
1127,5,3,Rural,2021,46604.933798007885
2876,5,1,Suburb,1980,269188.690758694
2310,5,2,Urban,1990,192590.08652552712
2499,5,3,Rural,2011,355644.9174692472
1818,5,2,Rural,1961,167977.874034214
2394,5,3,Rural,1971,265483.85703241726
1028,5,1,Suburb,1975,147017.76880168886
1054,5,3,Urban,1982,106144.34858795578
2785,5,2,Rural,1956,307795.16618577053
1750,5,2,Suburb,1953,240328.0837129925
2762,5,2,Suburb,2008,275949.29511303874
2514,5,3,Urban,2021,288969.3331090343
1481,5,2,Suburb,1981,147866.62031564207
1200,5,2,Rural,2001,224677.76635035287
1072,5,3,Urban,2005,167177.811226852
1107,5,1,Urban,1954,148553.81602660328
2458,5,1,Suburb,2008,159347.80115071463
1101,5,3,Urban,1981,210590.2989966876
2636,5,2,Rural,2010,216457.7520279655
1956,5,2,Rural,1978,191179.46549111058
2040,5,3,Urban,1964,224483.87923270534
1011,5,2,Suburb,1967,61978.632805304325
2615,5,1,Urban,1997,379735.4842336871
1660,5,2,Urban,2018,233573.75891599263
1709,5,3,Urban,1960,208909.53739105564
1465,5,1,Suburb,1981,116399.90538238367
2678,5,3,Suburb,2000,346679.00620805845
2561,5,2,Suburb,1989,299016.1403624554
1777,5,3,Suburb,2017,208265.27262676082
2039,5,1,Urban,1992,194605.02470116288
2942,5,1,Rural,1975,355453.8508515868
2542,5,1,Rural,2005,295046.5885180142
1687,5,2,Suburb,1999,136244.5642470011
2863,5,1,Urban,1986,361807.06894217426
1826,5,1,Rural,2020,200778.2221278005
1726,5,3,Suburb,1996,196063.50657192233
2246,5,3,Urban,1994,268214.9415336323
1934,5,1,Rural,1976,236449.44453173518
1994,5,3,Rural,1987,220428.36603157982
2513,5,3,Suburb,1990,275810.6097939248
1614,5,2,Suburb,2014,206574.9887451759
2549,5,3,Suburb,1993,395271.1742240697
2175,5,2,Rural,1980,277838.5408131625
2836,5,1,Suburb,1983,293960.424943565
2121,5,3,Suburb,2005,172278.37496687495
1130,5,3,Urban,2004,196845.4185556486
1804,5,2,Suburb,2020,86599.15770679606
2194,5,1,Suburb,1984,272484.6031762973
2550,5,2,Rural,2001,323731.1028035309
2372,5,2,Suburb,2005,308226.4753324258
1920,5,1,Rural,2010,205012.274411916
1893,5,2,Rural,1985,194715.8848861503
2473,5,1,Rural,2002,279766.3872648012
2193,5,1,Rural,1976,298595.9668202735
1545,5,1,Urban,1998,230081.4039756889
1413,5,1,Rural,1961,190013.67328150195
2439,5,3,Urban,2020,260941.87332989613
2762,5,3,Rural,1967,271410.7390071376
1028,5,2,Suburb,1987,83746.95945888995
1925,5,3,Rural,1960,248305.6057017832
2382,5,3,Rural,1996,152940.81949787936
1388,5,3,Rural,1974,204918.56629458867
1145,5,3,Rural,1957,208313.0492172933
1292,5,1,Rural,1967,243349.4621316425
1704,5,1,Rural,2018,131437.23291390252
1948,5,3,Suburb,1993,291115.8761724277
1584,5,1,Suburb,1994,219104.81106510558
1398,5,1,Suburb,2004,95327.35059275279
2163,5,2,Rural,2011,207849.04356461152
2403,5,2,Suburb,2019,373622.39129795507
1225,5,3,Suburb,1998,205427.0649625862
2176,5,1,Urban,1981,188121.3356746112
1563,5,3,Rural,1969,215754.25987098797
1771,5,2,Urban,1978,212070.8230299509
2598,5,3,Urban,1993,290573.5749117155
1884,5,2,Rural,1978,235692.4387484323
2266,5,2,Rural,2017,274929.0570799256
2516,5,2,Rural,1969,198758.14907521536
1225,5,2,Rural,1961,139486.18479401988
1936,5,3,Rural,2015,133114.72986679367
2911,5,1,Suburb,1996,334083.22805980605
2797,5,2,Rural,2006,254524.73498860837
2914,5,2,Suburb,1950,280600.01715450455
2513,5,3,Rural,1962,340864.02426433563
1849,5,2,Rural,1963,213866.0696755708
2762,5,3,Rural,2017,311607.42577675974
2112,5,3,Rural,1983,274918.14861118473
1579,5,2,Urban,1983,190975.00351502153
2933,5,1,Rural,1990,268734.459347827
2640,5,2,Urban,1967,302880.49683697894
1951,5,1,Suburb,2014,221992.92526931505
1987,5,3,Urban,1985,251249.11940698148
1737,5,1,Rural,1960,271820.6468529592
1954,5,1,Suburb,1955,213236.09662197478
1983,5,1,Rural,1954,297003.6532153373
1453,5,2,Urban,2020,308769.3727622443
2711,5,3,Urban,2018,289981.5394908083
1223,5,1,Rural,1951,195594.93291196646
1348,5,2,Rural,1972,210651.25186885573
1039,5,3,Suburb,1973,145135.7929147527
2285,5,1,Urban,2000,285135.97309213143
1421,5,1,Urban,2007,128192.32935334442
1699,5,2,Suburb,2009,182841.27319727847
1556,5,1,Urban,1953,188449.77560958
1760,5,2,Rural,1975,204776.1015077593
2054,5,2,Suburb,1954,270704.11447245016
1534,5,3,Suburb,1977,175470.04477273294
2417,5,2,Suburb,1963,169104.43558997876
2460,5,1,Urban,2018,294182.8572574317
2741,5,3,Urban,2009,330331.8326758408
2548,5,3,Suburb,1975,283920.30037374987
2069,5,1,Suburb,2001,254018.00676946243
1865,5,2,Urban,1957,238351.4470021078
1674,5,3,Rural,1977,148330.90116107778
2007,5,2,Suburb,2021,227350.6794173489
2245,5,2,Urban,1984,203824.46774855955
1915,5,3,Rural,1975,215103.30748261305
1730,5,2,Urban,1987,192827.5721705227
1523,5,3,Suburb,1983,235140.05927304272
1885,5,3,Rural,1976,211827.49410128
1473,5,3,Urban,1971,165964.67890772497
1209,5,3,Suburb,1985,124664.05280624737
1284,5,1,Rural,1952,153240.7070175202
1078,5,1,Urban,1978,82084.45465652368
2561,5,1,Rural,1986,220717.32924573496
2107,5,1,Urban,1981,172102.92830851825
2045,5,3,Rural,1984,315832.57939003385
2562,5,3,Urban,1961,208013.68646272953
2405,5,3,Suburb,1991,171805.84537706437
1747,5,2,Suburb,2016,212109.06687665597
1988,5,3,Suburb,2021,194819.3057648569
2978,5,1,Urban,2009,333100.23665626626
1083,5,1,Suburb,2009,133453.8598877725
2797,5,2,Urban,1996,239695.2571861724
2682,5,1,Urban,1967,229062.9100718734
2976,5,2,Rural,2002,274366.54960155865
2476,5,1,Rural,2014,234042.23251880394
1569,5,1,Rural,2008,171448.5958586793
1933,5,3,Suburb,1976,201593.63477543835
2855,5,1,Suburb,1987,273753.96982986503
1207,5,1,Suburb,1982,138526.7022879448
1984,5,3,Rural,1960,235067.4461220366
1590,5,2,Urban,1960,188989.10431960312
1198,5,2,Rural,1993,174996.67349454723
1692,5,1,Urban,2012,203759.1962845132
1898,5,3,Rural,2002,214380.94145792737
1915,5,2,Suburb,1973,162481.46949315426
2581,5,2,Rural,1986,256840.8286264889
2296,5,2,Suburb,1973,263253.7194790868
2013,5,1,Rural,2017,203684.75634211436
1500,5,3,Rural,2010,247409.44236948743
2367,5,2,Suburb,1981,290968.17362332536
2389,5,3,Rural,1982,251954.0099454382
2518,5,2,Rural,2008,291236.89069440623
1213,5,1,Suburb,1969,99874.95976031084
1587,5,2,Urban,1965,242210.24620452215
2333,5,1,Urban,2006,323516.4801845898
1091,5,1,Suburb,1973,186543.49455790917
1713,5,3,Rural,1970,230572.41045671623
2951,5,2,Suburb,2007,268385.0141738486
1224,5,2,Urban,1974,189787.87128336678
2952,5,2,Urban,1954,335983.8338774465
2126,5,2,Rural,1978,208562.94161594767
2328,5,2,Rural,2013,250847.45970327736
1773,5,2,Rural,2010,178547.44137124636
2287,5,3,Rural,2011,310456.1576377979
2863,5,1,Rural,1955,341675.4419366117
2107,5,1,Suburb,2021,279191.8835334183
1894,5,1,Rural,2007,232071.03661808462
1808,5,3,Rural,1951,234896.2660481647
2013,5,3,Urban,1974,269647.0213612505
1086,5,3,Urban,2020,170203.91860498316
2324,5,3,Suburb,1993,315250.55211017
2266,5,3,Suburb,2007,283198.40330690774
2170,5,1,Urban,1962,245695.33812753233
2379,5,1,Suburb,2001,186418.05010045247
1694,5,2,Rural,1981,220889.5646081667
2835,5,2,Urban,1983,338458.6768382403
2082,5,2,Suburb,1969,232649.07493686443
1923,5,2,Urban,1998,259885.55579429376
2737,5,1,Suburb,2011,180398.57979927404
2982,5,2,Rural,1958,372958.4234039243
2230,5,3,Suburb,2014,275099.0398690065
